modId:ID,name,version,author,pzVersion,description,:LABEL
tsarslib,Tsar's Common Library,3.25,,42.0.0,Common library for Tsar's Companies. ReUpload for B42. Will be removed once iBrRus takes it back.,Mod
autotsartrailers,Autotsar Trailers,2.12,,42.0.0,Trailers of your dreams. Will be removed once iBrRus takes it back.,Mod
[B42] Tatrapan,[B42] Tatrapan,,,,This mod adds Tatrapan,Mod
ATA_Bus,Autotsar Tuning Atelier - Bus,1.4,,42.0.0,"If you have ""tsarslib"" glowing red, then you do not have the obligatory ""Tsar's Common Library"" mod installed. The link to it can be found on the mod page under ""REQUIRED ITEMS"". The best place to find answers to all your questions is our Discord server: discord.gg/xkCEcwGZMW",Mod
BanditsWeekOne,Bandits Week One,,Slayer,,<RED>Always make sure that you have the newest version of Bandits mod installed. Resubscribe on Steam if you have to.,Mod
StandardizedVehicleUpgrades3Core,Standardized Vehicle Upgrades 3 - Core,,,,Just a set of basic files for SVU3.,Mod
amclub,Autotsar Motorclub,2.14,,42.0.0,Autotsar Inc. together with KI5-Production present new vehicles. <LINE> ReUpload for B42.,Mod
ATA_Mustang,Autotsar Tuning Atelier - Fjord Mustard [B42],,Beathoven,42.16,Original Mod by iBrRUS,Mod
VPR_Recycle_QoL_B42,Viperel's QoL Recipes [B42],0.1,Viperel,42.0.0,"Realistic quality of life recipies, which make sense to be in the game.",Mod
VPR_RecyclingCenterB42,Viperel's Recycling Center [B42],0.1,Viperel,42.0.0,Realistic crafting recipes for recycling uneeded materials.,Mod
ATA_Jeep_x2,Autotsar Tuning Atelier - Jaap Wrungel (Spawn Chance x02) [B42],,,42.00,Activate this mod if you want to find a little more Jaaps. Other jaap spawn mods should be disabled.,Mod
ATA_Jeep_x4,Autotsar Tuning Atelier - Jaap Wrungel (Spawn Chance x04) [B42],,,42.00,Activate this mod if you want to find a more Jaaps. Other jaap spawn mods should be disabled.,Mod
ATA_Jeep,Autotsar Tuning Atelier - Jaap Wrungel [B42],,,42.13,"If you have ""tsarslib"" glowing red, then you do not have the obligatory ""Tsar's Common Library"" mod installed. The link to it can be found on the mod page under ""REQUIRED ITEMS"". The best place to find answers to all your questions is our Discord server: discord.gg/xkCEcwGZMW",Mod
ATA_Jeep_x10,Autotsar Tuning Atelier - Jaap Wrungel (Spawn Chance x10) [B42],,,42.00,Activate this mod if you want to find a lot of Jaaps. Other jaap spawn mods should be disabled.,Mod
SapphCooking_B42,Sapph's Cooking,0.1,sapph,42.14.0,Adds more cooking related items and recipes.,Mod
84jeepXJ,'84 Jeep XJ Cherokee,,KI5,42.13.0,This mod adds Jeep XJ Cherokee from 1984,Mod
UH-1BHelicopter,UH-1BHelicopter,,User,,This mod adds the iconic UH-1B Huey helicopter.,Mod
nm_nested_containers,[B42] Nested Containers,,Nikku Miru,,Nested Containers,Mod
GanydeBielovzki's Frockin Splendor! Vol.2,Frockin Splendor! Vol.2,,GanydeBielovzki,,Another entire clothing store worth of cotton clothing and other oddities.,Mod
BetterSortCC42,Better Sorting 42,2.0.4,,,v2.0.4 - Complete overhaul to item categories and various name tweaks.,Mod
MoreDamagedObjects,More Damaged Objects,1.10.4,carlesturo,42.13.0,More damaged objects added.,Mod
85chevyCaprice,'85 Chevrolet Caprice / Impala,,KI5,42.13.0,This mod adds Chevrolet Caprice and Impala from 1985,Mod
85pontiacParisienne,'85 Pontiac Parisienne,,KI5,42.0.0,This mod adds Pontiac Parisienne from 1985,Mod
BetterBeltsB42,BetterBeltsB42,,,,"""BetterBeltsB42""",Mod
FRCB42,Faster Cloth Ripping,,,42.15,Fully translated for 27 languages.,Mod
SPNCCDetailsHD,Spongie's Character Customisation - Details Pack HD Textures,1,Spongie,,512x512 textures for the Details Pack,Mod
