:START_ID,:END_ID,:TYPE,count,mode,prop,chance
CUDAMakeFrontWindowArmor,Base.BlowTorch,CONSUMES,7,consume,,
CUDAMakeFrontWindshieldArmor,Base.SheetMetal,CONSUMES,3,consume,,
CUDAMakeFrontWindshieldArmor,Base.SmallSheetMetal,CONSUMES,2,consume,,
CUDAMakeFrontWindshieldArmor,Base.MetalPipe,CONSUMES,4,consume,,
CUDAMakeFrontWindshieldArmor,Base.Screws,CONSUMES,2,consume,,
CUDAMakeFrontWindshieldArmor,Base.BlowTorch,CONSUMES,10,consume,,
CUDAMakeRearWindshieldArmor,Base.SheetMetal,CONSUMES,3,consume,,
CUDAMakeRearWindshieldArmor,Base.MetalPipe,CONSUMES,2,consume,,
CUDAMakeRearWindshieldArmor,Base.Screws,CONSUMES,2,consume,,
CUDAMakeRearWindshieldArmor,Base.BlowTorch,CONSUMES,7,consume,,
CUDAMakeFrontBumper0,Base.SheetMetal,CONSUMES,2,consume,,
CUDAMakeFrontBumper0,Base.Screws,CONSUMES,2,consume,,
CUDAMakeFrontBumper0,Base.BlowTorch,CONSUMES,6,consume,,
CUDAMakeFrontBumper1,Base.SheetMetal,CONSUMES,2,consume,,
CUDAMakeFrontBumper1,Base.Screws,CONSUMES,2,consume,,
CUDAMakeFrontBumper1,Base.BlowTorch,CONSUMES,6,consume,,
CUDAMakeFrontBumper2,Base.SheetMetal,CONSUMES,2,consume,,
CUDAMakeFrontBumper2,Base.Screws,CONSUMES,2,consume,,
CUDAMakeFrontBumper2,Base.BlowTorch,CONSUMES,6,consume,,
CUDAMakeRearBumper,Base.SheetMetal,CONSUMES,2,consume,,
CUDAMakeRearBumper,Base.Screws,CONSUMES,2,consume,,
CUDAMakeRearBumper,Base.BlowTorch,CONSUMES,6,consume,,
CUDAMakeFrontBullbar,Base.SheetMetal,CONSUMES,1,consume,,
CUDAMakeFrontBullbar,Base.MetalPipe,CONSUMES,6,consume,,
CUDAMakeFrontBullbar,Base.Screws,CONSUMES,2,consume,,
CUDAMakeFrontBullbar,Base.BlowTorch,CONSUMES,9,consume,,
CUDAMakeRearBullbar,Base.MetalPipe,CONSUMES,6,consume,,
CUDAMakeRearBullbar,Base.Screws,CONSUMES,2,consume,,
CUDAMakeRearBullbar,Base.BlowTorch,CONSUMES,8,consume,,
CUDAMakeRoofrack,Base.SheetMetal,CONSUMES,2,consume,,
CUDAMakeRoofrack,Base.SmallSheetMetal,CONSUMES,3,consume,,
CUDAMakeRoofrack,Base.MetalPipe,CONSUMES,4,consume,,
CUDAMakeRoofrack,Base.Screws,CONSUMES,2,consume,,
CUDAMakeRoofrack,Base.Tarp,CONSUMES,1,consume,,
CUDAMakeRoofrack,Base.BlowTorch,CONSUMES,6,consume,,
67commandoMakeFrontDoor,damnCraft.HandleModern,CONSUMES,1,consume,,
67commandoMakeFrontDoor,damnCraft.HingeSmall,CONSUMES,4,consume,,
67commandoMakeFrontDoor,Base.SheetMetal,CONSUMES,4,consume,,
67commandoMakeFrontDoor,Base.SmallSheetMetal,CONSUMES,2,consume,,
67commandoMakeFrontDoor,Base.Screws,CONSUMES,4,consume,,
67commandoMakeFrontDoor,Base.BlowTorch,CONSUMES,10,consume,,
67commandoMakeRearDoor,damnCraft.HandleModern,CONSUMES,1,consume,,
67commandoMakeRearDoor,damnCraft.HingeSmall,CONSUMES,4,consume,,
67commandoMakeRearDoor,Base.SheetMetal,CONSUMES,4,consume,,
67commandoMakeRearDoor,Base.SmallSheetMetal,CONSUMES,2,consume,,
67commandoMakeRearDoor,Base.Screws,CONSUMES,4,consume,,
67commandoMakeRearDoor,Base.BlowTorch,CONSUMES,10,consume,,
67commandoMakeHood,damnCraft.HingeLarge,CONSUMES,2,consume,,
67commandoMakeHood,Base.SheetMetal,CONSUMES,2,consume,,
67commandoMakeHood,Base.Screws,CONSUMES,2,consume,,
67commandoMakeHood,Base.BlowTorch,CONSUMES,5,consume,,
67commandoMakeToolboxLid,damnCraft.HingeLarge,CONSUMES,2,consume,,
67commandoMakeToolboxLid,Base.SheetMetal,CONSUMES,2,consume,,
67commandoMakeToolboxLid,Base.Screws,CONSUMES,2,consume,,
67commandoMakeToolboxLid,Base.BlowTorch,CONSUMES,5,consume,,
67commandoMakeLightGuards,Base.MetalPipe,CONSUMES,4,consume,,
67commandoMakeLightGuards,Base.Screws,CONSUMES,2,consume,,
67commandoMakeLightGuards,Base.BlowTorch,CONSUMES,6,consume,,
CraftScrapFrame1,Base.ScrapMetal=4,CONSUMES,1,consume,,
CraftScrapFrame1,Base.MetalPipe=4,CONSUMES,1,consume,,
CraftScrapFrame1,Base.Wire=2,CONSUMES,1,consume,,
CraftScrapFrame1,Base.SmallSheetMetal=1,CONSUMES,1,consume,,
CraftScrapFrame1,Base.BlowTorch=5,CONSUMES,1,consume,,
CraftScrapFrame1,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapFrame1,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapFrame1,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapFrame1,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapFrame1,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapFrame1,Base.Result:BicycleFrameRegularScrap,CONSUMES,1,consume,,
CraftScrapFrame1,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.MetalPipe=2,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.ScrapMetal=1,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.Wire=1,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.BlowTorch=2,CONSUMES,1,consume,,
CraftScrapSuspension1,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapSuspension1,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.Result:BicycleSuspensionRegularScrap3,CONSUMES,1,consume,,
CraftScrapSuspension1,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.ScrapMetal=1,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.SmallSheetMetal=1,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.BlowTorch=1,CONSUMES,1,consume,,
CraftScrapBrakes1,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapBrakes1,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.Result:BicycleBrakesRegularScrap3,CONSUMES,1,consume,,
CraftScrapBrakes1,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapTire1,Base.RubberBand=8,CONSUMES,1,consume,,
CraftScrapTire1,Base.Wire=4,CONSUMES,1,consume,,
CraftScrapTire1,Base.ScrapMetal=2,CONSUMES,1,consume,,
CraftScrapTire1,Base.BlowTorch=1,CONSUMES,1,consume,,
CraftScrapTire1,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapTire1,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapTire1,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapTire1,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapTire1,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapTire1,Base.Result:BicycleTireRegularScrap,CONSUMES,1,consume,,
CraftScrapTire1,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapFrame2,Base.ScrapMetal=6,CONSUMES,1,consume,,
CraftScrapFrame2,Base.MetalPipe=6,CONSUMES,1,consume,,
CraftScrapFrame2,Base.Wire=4,CONSUMES,1,consume,,
CraftScrapFrame2,Base.SmallSheetMetal=2,CONSUMES,1,consume,,
CraftScrapFrame2,Base.BlowTorch=5,CONSUMES,1,consume,,
CraftScrapFrame2,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapFrame2,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapFrame2,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapFrame2,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapFrame2,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapFrame2,Base.Result:BicycleFrameMTBScrap,CONSUMES,1,consume,,
CraftScrapFrame2,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.MetalPipe=4,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.ScrapMetal=2,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.Wire=2,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.BlowTorch=2,CONSUMES,1,consume,,
CraftScrapSuspension2,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapSuspension2,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.Result:BicycleSuspensionMTBScrap3,CONSUMES,1,consume,,
CraftScrapSuspension2,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.ScrapMetal=1,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.SmallSheetMetal=1,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.BlowTorch=1,CONSUMES,1,consume,,
CraftScrapBrakes2,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapBrakes2,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.Result:BicycleBrakesMTBScrap3,CONSUMES,1,consume,,
CraftScrapBrakes2,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapTire2,Base.RubberBand=16,CONSUMES,1,consume,,
CraftScrapTire2,Base.Wire=8,CONSUMES,1,consume,,
CraftScrapTire2,Base.ScrapMetal=3,CONSUMES,1,consume,,
CraftScrapTire2,Base.BlowTorch=1,CONSUMES,1,consume,,
CraftScrapTire2,keep [Recipe.GetItemTypes.WeldingMask],CONSUMES,1,consume,,
CraftScrapTire2,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapTire2,Base.SkillRequired:MetalWelding=3,CONSUMES,1,consume,,
CraftScrapTire2,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapTire2,Base.Sound:BlowTorch,CONSUMES,1,consume,,
CraftScrapTire2,Base.Result:BicycleTireMTBScrap,CONSUMES,1,consume,,
CraftScrapTire2,Base.Category:Welding,CONSUMES,1,consume,,
CraftScrapSeat,Base.RippedSheets=4,CONSUMES,1,consume,,
CraftScrapSeat,Base.DuctTape=1,CONSUMES,1,consume,,
CraftScrapSeat,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftScrapSeat,Base.SkillRequired:Tailoring=3,CONSUMES,1,consume,,
CraftScrapSeat,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftScrapSeat,Base.Sound:FixWithTape,CONSUMES,1,consume,,
CraftScrapSeat,Base.Result:BicycleSeatScrap,CONSUMES,1,consume,,
CraftScrapSeat,Base.Category:Welding,CONSUMES,1,consume,,
CraftBikeLock,Base.Padlock=1,CONSUMES,1,consume,,
CraftBikeLock,Base.Wire=3,CONSUMES,1,consume,,
CraftBikeLock,Base.NoBrokenItems:true,CONSUMES,1,consume,,
CraftBikeLock,Base.NeedToBeLearn:false,CONSUMES,1,consume,,
CraftBikeLock,Base.Sound:BicycleChain,CONSUMES,1,consume,,
CraftBikeLock,Base.Result:BicycleLock,CONSUMES,1,consume,,
CraftBikeLock,Base.Category:General,CONSUMES,1,consume,,
CraftHeadlight,Base.destroy Torch/HandTorch,CONSUMES,1,consume,,
CraftHeadlight,Base.ScrapMetal=1,CONSUMES,1,consume,,
CraftHeadlight,Base.Screws=2,CONSUMES,1,consume,,
CraftHeadlight,Base.NoBrokenItems:false,CONSUMES,1,consume,,
CraftHeadlight,Base.SkillRequired:Electricity=1,CONSUMES,1,consume,,
CraftHeadlight,Base.NeedToBeLearn:true,CONSUMES,1,consume,,
CraftHeadlight,Base.Sound:FixWithTape,CONSUMES,1,consume,,
CraftHeadlight,Base.Result:BicycleHeadlight3,CONSUMES,1,consume,,
CraftHeadlight,Base.Category:Electrical,CONSUMES,1,consume,,
77firebirdMakeTire,damnCraft.SteelRimSmall,CONSUMES,1,consume,,
77firebirdMakeTire,damnCraft.TireRubberNewSmall,CONSUMES,1,destroy,,
77firebirdMakeTire,Base.Crowbar,CONSUMES,1,keep,,
77firebirdMakeHood1,damnCraft.HingeLarge,CONSUMES,2,consume,,
77firebirdMakeHood1,Base.SheetMetal,CONSUMES,4,consume,,
77firebirdMakeHood1,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeHood1,Base.BlowTorch,CONSUMES,9,consume,,
77firebirdMakeHood2,damnCraft.HingeLarge,CONSUMES,2,consume,,
77firebirdMakeHood2,Base.SheetMetal,CONSUMES,4,consume,,
77firebirdMakeHood2,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeHood2,Base.BlowTorch,CONSUMES,9,consume,,
77firebirdMakeHood3,damnCraft.HingeLarge,CONSUMES,2,consume,,
77firebirdMakeHood3,Base.SheetMetal,CONSUMES,4,consume,,
77firebirdMakeHood3,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeHood3,Base.BlowTorch,CONSUMES,9,consume,,
77firebirdMakeFrontDoor,damnCraft.HandleModern,CONSUMES,1,consume,,
77firebirdMakeFrontDoor,damnCraft.HingeSmall,CONSUMES,2,consume,,
77firebirdMakeFrontDoor,Base.SheetMetal,CONSUMES,2,consume,,
77firebirdMakeFrontDoor,Base.SmallSheetMetal,CONSUMES,2,consume,,
77firebirdMakeFrontDoor,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeFrontDoor,Base.BlowTorch,CONSUMES,10,consume,,
77firebirdMakeTrunkLid,damnCraft.HandleModern,CONSUMES,1,consume,,
77firebirdMakeTrunkLid,damnCraft.HingeLarge,CONSUMES,2,consume,,
77firebirdMakeTrunkLid,Base.SheetMetal,CONSUMES,2,consume,,
77firebirdMakeTrunkLid,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeTrunkLid,Base.BlowTorch,CONSUMES,8,consume,,
77firebirdMakeFrontSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
77firebirdMakeFrontSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
77firebirdMakeFrontSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
77firebirdMakeFrontSeat,Base.Screws,CONSUMES,1,consume,,
77firebirdMakeRearSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
77firebirdMakeRearSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
77firebirdMakeRearSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
77firebirdMakeRearSeat,Base.Screws,CONSUMES,1,consume,,
77firebirdMakeFrontWindshield,Base.GlassPanel,CONSUMES,3,consume,,
77firebirdMakeFrontWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
77firebirdMakeFrontWindshield,Base.Scalpel,CONSUMES,1,keep,,
77firebirdMakeFrontSideWindow,Base.GlassPanel,CONSUMES,2,consume,,
77firebirdMakeFrontSideWindow,damnCraft.RubberStrip,CONSUMES,4,consume,,
77firebirdMakeFrontSideWindow,Base.Scalpel,CONSUMES,1,keep,,
77firebirdMakeRoofPanels,Base.GlassPanel,CONSUMES,2,consume,,
77firebirdMakeRoofPanels,damnCraft.RubberStrip,CONSUMES,1,consume,,
77firebirdMakeRoofPanels,Base.Scalpel,CONSUMES,1,keep,,
77firebirdMakeRearWindshield,Base.GlassPanel,CONSUMES,2,consume,,
77firebirdMakeRearWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
77firebirdMakeRearWindshield,Base.Scalpel,CONSUMES,1,keep,,
77firebirdMakeFrontWindowArmor,Base.SheetMetal,CONSUMES,1,consume,,
77firebirdMakeFrontWindowArmor,Base.SmallSheetMetal,CONSUMES,2,consume,,
77firebirdMakeFrontWindowArmor,Base.MetalPipe,CONSUMES,2,consume,,
77firebirdMakeFrontWindowArmor,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeFrontWindowArmor,Base.BlowTorch,CONSUMES,8,consume,,
77firebirdMakeFrontWindshieldArmor,Base.SmallSheetMetal,CONSUMES,3,consume,,
77firebirdMakeFrontWindshieldArmor,Base.MetalPipe,CONSUMES,5,consume,,
77firebirdMakeFrontWindshieldArmor,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeFrontWindshieldArmor,Base.BlowTorch,CONSUMES,9,consume,,
77firebirdMakeRearWindshieldArmor,Base.SmallSheetMetal,CONSUMES,4,consume,,
77firebirdMakeRearWindshieldArmor,Base.MetalPipe,CONSUMES,6,consume,,
77firebirdMakeRearWindshieldArmor,Base.Screws,CONSUMES,3,consume,,
77firebirdMakeRearWindshieldArmor,Base.BlowTorch,CONSUMES,9,consume,,
77firebirdMakeReinforcedFrontBumper,Base.77firebirdBumperFront0,CONSUMES,1,consume,,
77firebirdMakeReinforcedFrontBumper,Base.SheetMetal,CONSUMES,1,consume,,
77firebirdMakeReinforcedFrontBumper,Base.SmallSheetMetal,CONSUMES,2,consume,,
77firebirdMakeReinforcedFrontBumper,Base.MetalPipe,CONSUMES,2,consume,,
77firebirdMakeReinforcedFrontBumper,Base.BlowTorch,CONSUMES,3,consume,,
77firebirdMakeFrontBullbar,Base.SheetMetal,CONSUMES,4,consume,,
77firebirdMakeFrontBullbar,Base.SmallSheetMetal,CONSUMES,3,consume,,
77firebirdMakeFrontBullbar,Base.MetalPipe,CONSUMES,2,consume,,
77firebirdMakeFrontBullbar,Base.BlowTorch,CONSUMES,10,consume,,
77firebirdMakeSmallVintageRoofrack,Base.SheetMetal,CONSUMES,2,consume,,
77firebirdMakeSmallVintageRoofrack,Base.SmallSheetMetal,CONSUMES,3,consume,,
77firebirdMakeSmallVintageRoofrack,Base.MetalPipe,CONSUMES,4,consume,,
77firebirdMakeSmallVintageRoofrack,Base.Screws,CONSUMES,2,consume,,
77firebirdMakeSmallVintageRoofrack,Base.Tarp,CONSUMES,1,consume,,
77firebirdMakeSmallVintageRoofrack,Base.BlowTorch,CONSUMES,6,consume,,
91geoMetroMakeTire,damnCraft.SteelRimSmall,CONSUMES,1,consume,,
91geoMetroMakeTire,damnCraft.TireRubberNewSmall,CONSUMES,1,destroy,,
91geoMetroMakeTire,Base.Crowbar,CONSUMES,1,keep,,
91geoMetroMakeHood,damnCraft.HingeLarge,CONSUMES,2,consume,,
91geoMetroMakeHood,Base.SheetMetal,CONSUMES,4,consume,,
91geoMetroMakeHood,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeHood,Base.BlowTorch,CONSUMES,9,consume,,
91geoMetroMakeFrontDoor,damnCraft.HandleClassic,CONSUMES,1,consume,,
91geoMetroMakeFrontDoor,damnCraft.HingeSmall,CONSUMES,2,consume,,
91geoMetroMakeFrontDoor,Base.SheetMetal,CONSUMES,2,consume,,
91geoMetroMakeFrontDoor,Base.SmallSheetMetal,CONSUMES,2,consume,,
91geoMetroMakeFrontDoor,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeFrontDoor,Base.BlowTorch,CONSUMES,10,consume,,
91geoMetroMakeTrunkLid,damnCraft.HandleModern,CONSUMES,1,consume,,
91geoMetroMakeTrunkLid,damnCraft.HingeLarge,CONSUMES,2,consume,,
91geoMetroMakeTrunkLid,Base.SheetMetal,CONSUMES,2,consume,,
91geoMetroMakeTrunkLid,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeTrunkLid,Base.BlowTorch,CONSUMES,8,consume,,
91geoMetroMakeFrontSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
91geoMetroMakeFrontSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
91geoMetroMakeFrontSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
91geoMetroMakeFrontSeat,Base.Screws,CONSUMES,1,consume,,
91geoMetroMakeRearSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
91geoMetroMakeRearSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
91geoMetroMakeRearSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
91geoMetroMakeRearSeat,Base.Screws,CONSUMES,1,consume,,
91geoMetroMakeFrontWindshield,Base.GlassPanel,CONSUMES,3,consume,,
91geoMetroMakeFrontWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
91geoMetroMakeFrontWindshield,Base.Scalpel,CONSUMES,1,keep,,
91geoMetroMakeFrontSideWindow,Base.GlassPanel,CONSUMES,1,consume,,
91geoMetroMakeFrontSideWindow,damnCraft.RubberStrip,CONSUMES,2,consume,,
91geoMetroMakeFrontSideWindow,Base.Scalpel,CONSUMES,1,keep,,
91geoMetroMakeRearSideWindow,Base.GlassPanel,CONSUMES,1,consume,,
91geoMetroMakeRearSideWindow,damnCraft.RubberStrip,CONSUMES,2,consume,,
91geoMetroMakeRearSideWindow,Base.Scalpel,CONSUMES,1,keep,,
91geoMetroMakeRearWindshield,Base.GlassPanel,CONSUMES,2,consume,,
91geoMetroMakeRearWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
91geoMetroMakeRearWindshield,Base.Scalpel,CONSUMES,1,keep,,
91geoMetroMakeFrontWindshieldWoodenArmor,Base.Plank,CONSUMES,6,consume,,
91geoMetroMakeFrontWindshieldWoodenArmor,Base.Nails,CONSUMES,10,consume,,
91geoMetroMakeFrontWindshieldWoodenArmor,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeFrontWindowWoodenArmor,Base.Plank,CONSUMES,3,consume,,
91geoMetroMakeFrontWindowWoodenArmor,Base.Nails,CONSUMES,6,consume,,
91geoMetroMakeFrontWindowWoodenArmor,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeRearWindowWoodenArmor,Base.Plank,CONSUMES,3,consume,,
91geoMetroMakeRearWindowWoodenArmor,Base.Nails,CONSUMES,6,consume,,
91geoMetroMakeRearWindowWoodenArmor,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeRearWindshieldWoodenArmor,Base.Plank,CONSUMES,4,consume,,
91geoMetroMakeRearWindshieldWoodenArmor,Base.Nails,CONSUMES,10,consume,,
91geoMetroMakeRearWindshieldWoodenArmor,Base.Screws,CONSUMES,4,consume,,
91geoMetroMakeReinforcedBumper,Base.Plank,CONSUMES,5,consume,,
91geoMetroMakeReinforcedBumper,Base.Nails,CONSUMES,10,consume,,
91geoMetroMakeReinforcedBumper,Base.MetalPipe,CONSUMES,2,consume,,
91geoMetroMakeReinforcedBumper,Base.Screws,CONSUMES,4,consume,,
91geoMetroMakeReinforcedBumper,Base.Belt2,CONSUMES,2,consume,,
91geoMetroMakeReinforcedBumper,Base.91geoMetroBumperFront0,CONSUMES,1,consume,,
91geoMetroMakeWoodenRoofrack,Base.Plank,CONSUMES,4,consume,,
91geoMetroMakeWoodenRoofrack,Base.Nails,CONSUMES,8,consume,,
91geoMetroMakeWoodenRoofrack,Base.DuctTape,CONSUMES,1,consume,,
91geoMetroMakeWoodenRoofrack,Base.Garbagebag,CONSUMES,2,consume,,
91geoMetroMakeWoodenRoofrack,Base.Screws,CONSUMES,4,consume,,
91geoMetroMakeMetalRoofrack,Base.SheetMetal,CONSUMES,3,consume,,
91geoMetroMakeMetalRoofrack,Base.MetalPipe,CONSUMES,4,consume,,
91geoMetroMakeMetalRoofrack,Base.Screws,CONSUMES,2,consume,,
91geoMetroMakeMetalRoofrack,Base.Tarp,CONSUMES,1,consume,,
91geoMetroMakeMetalRoofrack,Base.BlowTorch,CONSUMES,7,consume,,
67gt500MakeTire,damnCraft.SteelRimSmall,CONSUMES,1,consume,,
67gt500MakeTire,damnCraft.TireRubberNewSmall,CONSUMES,1,destroy,,
67gt500MakeTire,Base.Crowbar,CONSUMES,1,keep,,
67gt500eMakeTire,damnCraft.SteelRimSmall,CONSUMES,1,consume,,
67gt500eMakeTire,damnCraft.TireRubberNewSmall,CONSUMES,1,destroy,,
67gt500eMakeTire,Base.Crowbar,CONSUMES,1,keep,,
67gt500MakeHood,damnCraft.HingeLarge,CONSUMES,2,consume,,
67gt500MakeHood,Base.SheetMetal,CONSUMES,4,consume,,
67gt500MakeHood,Base.Screws,CONSUMES,2,consume,,
67gt500MakeHood,Base.BlowTorch,CONSUMES,9,consume,,
67gt500eMakeHood,damnCraft.HingeLarge,CONSUMES,2,consume,,
67gt500eMakeHood,Base.SheetMetal,CONSUMES,4,consume,,
67gt500eMakeHood,Base.Screws,CONSUMES,2,consume,,
67gt500eMakeHood,Base.BlowTorch,CONSUMES,9,consume,,
67gt500MakeFrontDoor,damnCraft.HandleModern,CONSUMES,1,consume,,
67gt500MakeFrontDoor,damnCraft.HingeSmall,CONSUMES,2,consume,,
67gt500MakeFrontDoor,Base.SheetMetal,CONSUMES,2,consume,,
67gt500MakeFrontDoor,Base.SmallSheetMetal,CONSUMES,2,consume,,
67gt500MakeFrontDoor,Base.Screws,CONSUMES,2,consume,,
67gt500MakeFrontDoor,Base.BlowTorch,CONSUMES,10,consume,,
67gt500MakeTrunkLid,damnCraft.HandleModern,CONSUMES,1,consume,,
67gt500MakeTrunkLid,damnCraft.HingeLarge,CONSUMES,2,consume,,
67gt500MakeTrunkLid,Base.SheetMetal,CONSUMES,2,consume,,
67gt500MakeTrunkLid,Base.Screws,CONSUMES,2,consume,,
67gt500MakeTrunkLid,Base.BlowTorch,CONSUMES,8,consume,,
67gt500MakeFrontSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
67gt500MakeFrontSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
67gt500MakeFrontSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
67gt500MakeFrontSeat,Base.Screws,CONSUMES,1,consume,,
67gt500MakeRearSeat,damnCraft.SeatFabric,CONSUMES,1,consume,,
67gt500MakeRearSeat,damnCraft.SeatFoam,CONSUMES,2,consume,,
67gt500MakeRearSeat,damnCraft.SeatFrameLarge,CONSUMES,1,consume,,
67gt500MakeRearSeat,Base.Screws,CONSUMES,1,consume,,
67gt500MakeFrontWindshield,Base.GlassPanel,CONSUMES,3,consume,,
67gt500MakeFrontWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
67gt500MakeFrontWindshield,Base.Scalpel,CONSUMES,1,keep,,
67gt500MakeFrontSideWindow,Base.GlassPanel,CONSUMES,3,consume,,
67gt500MakeFrontSideWindow,damnCraft.RubberStrip,CONSUMES,4,consume,,
67gt500MakeFrontSideWindow,Base.Scalpel,CONSUMES,1,keep,,
67gt500MakeRearWindshield,Base.GlassPanel,CONSUMES,2,consume,,
67gt500MakeRearWindshield,damnCraft.RubberStrip,CONSUMES,4,consume,,
